product_type,baseline_emission,product_emission,abatement_cost_per_tco2,project_lifetime_years,verification_cost_per_year,annual_steel_production_tonnes,willingness_to_pay_multiplier,customer_segment,allocation_method,volume_tonnes,export_market,premium_per_tonne_steel,premium_per_tCO2,total_premium_for_volume,co2_savings_per_t,amortized_abatement_per_t,amortized_verification_per_t,base_premium_per_t,segment_allocation_multiplier,total_multiplier,domestic_premium_per_t,carbon_price_export,free_allowance_factor,export_carbon_component
GI,2.36,1.2,7000,10,20000000,100000,1.0,construction,physical,1000,Japan,1263.75,1089.44,1263750.0,1.16,812.0,200.0,1012.0,1.208,1.208,1221.99,180.0,0.8,41.76
GI,2.36,1.2,7000,10,20000000,100000,1.0,construction,certificate,1000,Domestic,1062.6,916.03,1062600.0,1.16,812.0,200.0,1012.0,1.05,1.05,1062.6,0.0,0.0,0.0
GI,2.36,1.2,7000,10,20000000,100000,1.0,construction,certificate,1000,EU (CBAM),8602.6,7416.03,8602600.0,1.16,812.0,200.0,1012.0,1.05,1.05,1062.6,6500.0,0.0,7540.0
GI,2.36,1.2,7000,10,20000000,100000,1.0,construction,certificate,1000,South Korea,1590.4,1371.03,1590400.0,1.16,812.0,200.0,1012.0,1.05,1.05,1062.6,650.0,0.3,527.8
GI,2.36,1.2,7000,10,20000000,100000,1.0,construction,certificate,1000,Japan,1104.36,952.03,1104360.0,1.16,812.0,200.0,1012.0,1.05,1.05,1062.6,180.0,0.8,41.76
GI,2.36,1.2,7000,10,20000000,100000,1.0,other,physical,1000,Domestic,1163.8,1003.28,1163800.0,1.16,812.0,200.0,1012.0,1.15,1.15,1163.8,0.0,0.0,0.0
GI,2.36,1.2,7000,10,20000000,100000,1.0,other,physical,1000,EU (CBAM),8703.8,7503.28,8703800.0,1.16,812.0,200.0,1012.0,1.15,1.15,1163.8,6500.0,0.0,7540.0
GI,2.36,1.2,7000,10,20000000,100000,1.0,other,physical,1000,South Korea,1691.6,1458.28,1691600.0,1.16,812.0,200.0,1012.0,1.15,1.15,1163.8,650.0,0.3,527.8
GI,2.36,1.2,7000,10,20000000,100000,1.0,other,physical,1000,Japan,1205.56,1039.28,1205560.0,1.16,812.0,200.0,1012.0,1.15,1.15,1163.8,180.0,0.8,41.76
GI,2.36,1.2,7000,10,20000000,100000,1.0,other,certificate,1000,Domestic,1012.0,872.41,1012000.0,1.16,812.0,200.0,1012.0,1.0,1.0,1012.0,0.0,0.0,0.0
GI,2.36,1.2,7000,10,20000000,100000,1.0,other,certificate,1000,EU (CBAM),8552.0,7372.41,8552000.0,1.16,812.0,200.0,1012.0,1.0,1.0,1012.0,6500.0,0.0,7540.0
GI,2.36,1.2,7000,10,20000000,100000,1.0,other,certificate,1000,South Korea,1539.8,1327.41,1539800.0,1.16,812.0,200.0,1012.0,1.0,1.0,1012.0,650.0,0.3,527.8
GI,2.36,1.2,7000,10,20000000,100000,1.0,other,certificate,1000,Japan,1053.76,908.41,1053760.0,1.16,812.0,200.0,1012.0,1.0,1.0,1012.0,180.0,0.8,41.76
GI,2.36,1.2,7000,10,20000000,100000,1.1,automotive,physical,1000,Domestic,1536.22,1324.32,1536216.0,1.16,812.0,200.0,1012.0,1.38,1.518,1536.22,0.0,0.0,0.0
GI,2.36,1.2,7000,10,20000000,100000,1.1,automotive,physical,1000,EU (CBAM),9076.22,7824.32,9076216.0,1.16,812.0,200.0,1012.0,1.38,1.518,1536.22,6500.0,0.0,7540.0
GI,2.36,1.2,7000,10,20000000,100000,1.1,automotive,physical,1000,South Korea,2064.02,1779.32,2064016.0,1.16,812.0,200.0,1012.0,1.38,1.518,1536.22,650.0,0.3,527.8
GI,2.36,1.2,7000,10,20000000,100000,1.1,automotive,physical,1000,Japan,1577.98,1360.32,1577976.0,1.16,812.0,200.0,1012.0,1.38,1.518,1536.22,180.0,0.8,41.76
GI,2.36,1.2,7000,10,20000000,100000,1.1,automotive,certificate,1000,Domestic,1335.84,1151.59,1335840.0,1.16,812.0,200.0,1012.0,1.2,1.32,1335.84,0.0,0.0,0.0
GI,2.36,1.2,7000,10,20000000,100000,1.1,automotive,certificate,1000,EU (CBAM),8875.84,7651.59,8875840.0,1.16,812.0,200.0,1012.0,1.2,1.32,1335.84,6500.0,0.0,7540.0
GI,2.36,1.2,7000,10,20000000,100000,1.1,automotive,certificate,1000,South Korea,1863.64,1606.59,1863640.0,1.16,812.0,200.0,1012.0,1.2,1.32,1335.84,650.0,0.3,527.8
GI,2.36,1.2,7000,10,20000000,100000,1.1,automotive,certificate,1000,Japan,1377.6,1187.59,1377600.0,1.16,812.0,200.0,1012.0,1.2,1.32,1335.84,180.0,0.8,41.76
GI,2.36,1.2,7000,10,20000000,100000,1.1,construction,physical,1000,Domestic,1344.19,1158.78,1344189.0,1.16,812.0,200.0,1012.0,1.208,1.328,1344.19,0.0,0.0,0.0
GI,2.36,1.2,7000,10,20000000,100000,1.1,construction,physical,1000,EU (CBAM),8884.19,7658.78,8884189.0,1.16,812.0,200.0,1012.0,1.208,1.328,1344.19,6500.0,0.0,7540.0
GI,2.36,1.2,7000,10,20000000,100000,1.1,construction,physical,1000,South Korea,1871.99,1613.78,1871989.0,1.16,812.0,200.0,1012.0,1.208,1.328,1344.19,650.0,0.3,527.8
GI,2.36,1.2,7000,10,20000000,100000,1.1,construction,physical,1000,Japan,1385.95,1194.78,1385949.0,1.16,812.0,200.0,1012.0,1.208,1.328,1344.19,180.0,0.8,41.76
GI,2.36,1.2,7000,10,20000000,100000,1.1,construction,certificate,1000,Domestic,1168.86,1007.64,1168860.0,1.16,812.0,200.0,1012.0,1.05,1.155,1168.86,0.0,0.0,0.0
GI,2.36,1.2,7000,10,20000000,100000,1.1,construction,certificate,1000,EU (CBAM),8708.86,7507.64,8708860.0,1.16,812.0,200.0,1012.0,1.05,1.155,1168.86,6500.0,0.0,7540.0
GI,2.36,1.2,7000,10,20000000,100000,1.1,construction,certificate,1000,South Korea,1696.66,1462.64,1696660.0,1.16,812.0,200.0,1012.0,1.05,1.155,1168.86,650.0,0.3,527.8
GI,2.36,1.2,7000,10,20000000,100000,1.1,construction,certificate,1000,Japan,1210.62,1043.64,1210620.0,1.16,812.0,200.0,1012.0,1.05,1.155,1168.86,180.0,0.8,41.76
GI,2.36,1.2,7000,10,20000000,100000,1.1,other,physical,1000,Domestic,1280.18,1103.6,1280180.0,1.16,812.0,200.0,1012.0,1.15,1.265,1280.18,0.0,0.0,0.0
GI,2.36,1.2,7000,10,20000000,100000,1.1,other,physical,1000,EU (CBAM),8820.18,7603.6,8820180.0,1.16,812.0,200.0,1012.0,1.15,1.265,1280.18,6500.0,0.0,7540.0
GI,2.36,1.2,7000,10,20000000,100000,1.1,other,physical,1000,South Korea,1807.98,1558.6,1807980.0,1.16,812.0,200.0,1012.0,1.15,1.265,1280.18,650.0,0.3,527.8
GI,2.36,1.2,7000,10,20000000,100000,1.1,other,physical,1000,Japan,1321.94,1139.6,1321940.0,1.16,812.0,200.0,1012.0,1.15,1.265,1280.18,180.0,0.8,41.76
GI,2.36,1.2,7000,10,20000000,100000,1.1,other,certificate,1000,Domestic,1113.2,959.66,1113200.0,1.16,812.0,200.0,1012.0,1.0,1.1,1113.2,0.0,0.0,0.0
GI,2.36,1.2,7000,10,20000000,100000,1.1,other,certificate,1000,EU (CBAM),8653.2,7459.66,8653200.0,1.16,812.0,200.0,1012.0,1.0,1.1,1113.2,6500.0,0.0,7540.0
GI,2.36,1.2,7000,10,20000000,100000,1.1,other,certificate,1000,South Korea,1641.0,1414.66,1641000.0,1.16,812.0,200.0,1012.0,1.0,1.1,1113.2,650.0,0.3,527.8
GI,2.36,1.2,7000,10,20000000,100000,1.1,other,certificate,1000,Japan,1154.96,995.66,1154960.0,1.16,812.0,200.0,1012.0,1.0,1.1,1113.2,180.0,0.8,41.76
GI,2.36,1.2,7000,10,20000000,100000,1.2,automotive,physical,1000,Domestic,1675.87,1444.72,1675872.0,1.16,812.0,200.0,1012.0,1.38,1.656,1675.87,0.0,0.0,0.0
GI,2.36,1.2,7000,10,20000000,100000,1.2,automotive,physical,1000,EU (CBAM),9215.87,7944.72,9215872.0,1.16,812.0,200.0,1012.0,1.38,1.656,1675.87,6500.0,0.0,7540.0
GI,2.36,1.2,7000,10,20000000,100000,1.2,automotive,physical,1000,South Korea,2203.67,1899.72,2203672.0,1.16,812.0,200.0,1012.0,1.38,1.656,1675.87,650.0,0.3,527.8
GI,2.36,1.2,7000,10,20000000,100000,1.2,automotive,physical,1000,Japan,1717.63,1480.72,1717632.0,1.16,812.0,200.0,1012.0,1.38,1.656,1675.87,180.0,0.8,41.76
GI,2.36,1.2,7000,10,20000000,100000,1.2,automotive,certificate,1000,Domestic,1457.28,1256.28,1457280.0,1.16,812.0,200.0,1012.0,1.2,1.44,1457.28,0.0,0.0,0.0
GI,2.36,1.2,7000,10,20000000,100000,1.2,automotive,certificate,1000,EU (CBAM),8997.28,7756.28,8997280.0,1.16,812.0,200.0,1012.0,1.2,1.44,1457.28,6500.0,0.0,7540.0
GI,2.36,1.2,7000,10,20000000,100000,1.2,automotive,certificate,1000,South Korea,1985.08,1711.28,1985080.0,1.16,812.0,200.0,1012.0,1.2,1.44,1457.28,650.0,0.3,527.8
GI,2.36,1.2,7000,10,20000000,100000,1.2,automotive,certificate,1000,Japan,1499.04,1292.28,1499040.0,1.16,812.0,200.0,1012.0,1.2,1.44,1457.28,180.0,0.8,41.76
GI,2.36,1.2,7000,10,20000000,100000,1.2,construction,physical,1000,Domestic,1466.39,1264.13,1466388.0,1.16,812.0,200.0,1012.0,1.208,1.449,1466.39,0.0,0.0,0.0
GI,2.36,1.2,7000,10,20000000,100000,1.2,construction,physical,1000,EU (CBAM),9006.39,7764.13,9006388.0,1.16,812.0,200.0,1012.0,1.208,1.449,1466.39,6500.0,0.0,7540.0
GI,2.36,1.2,7000,10,20000000,100000,1.2,construction,physical,1000,South Korea,1994.19,1719.13,1994188.0,1.16,812.0,200.0,1012.0,1.208,1.449,1466.39,650.0,0.3,527.8
GI,2.36,1.2,7000,10,20000000,100000,1.2,construction,physical,1000,Japan,1508.15,1300.13,1508148.0,1.16,812.0,200.0,1012.0,1.208,1.449,1466.39,180.0,0.8,41.76
GI,2.36,1.2,7000,10,20000000,100000,1.2,construction,certificate,1000,Domestic,1275.12,1099.24,1275120.0,1.16,812.0,200.0,1012.0,1.05,1.26,1275.12,0.0,0.0,0.0
GI,2.36,1.2,7000,10,20000000,100000,1.2,construction,certificate,1000,EU (CBAM),8815.12,7599.24,8815120.0,1.16,812.0,200.0,1012.0,1.05,1.26,1275.12,6500.0,0.0,7540.0
GI,2.36,1.2,7000,10,20000000,100000,1.2,construction,certificate,1000,South Korea,1802.92,1554.24,1802920.0,1.16,812.0,200.0,1012.0,1.05,1.26,1275.12,650.0,0.3,527.8
GI,2.36,1.2,7000,10,20000000,100000,1.2,construction,certificate,1000,Japan,1316.88,1135.24,1316880.0,1.16,812.0,200.0,1012.0,1.05,1.26,1275.12,180.0,0.8,41.76
GI,2.36,1.2,7000,10,20000000,100000,1.2,other,physical,1000,Domestic,1396.56,1203.93,1396560.0,1.16,812.0,200.0,1012.0,1.15,1.38,1396.56,0.0,0.0,0.0
GI,2.36,1.2,7000,10,20000000,100000,1.2,other,physical,1000,EU (CBAM),8936.56,7703.93,8936560.0,1.16,812.0,200.0,1012.0,1.15,1.38,1396.56,6500.0,0.0,7540.0
GI,2.36,1.2,7000,10,20000000,100000,1.2,other,physical,1000,South Korea,1924.36,1658.93,1924360.0,1.16,812.0,200.0,1012.0,1.15,1.38,1396.56,650.0,0.3,527.8
GI,2.36,1.2,7000,10,20000000,100000,1.2,other,physical,1000,Japan,1438.32,1239.93,1438320.0,1.16,812.0,200.0,1012.0,1.15,1.38,1396.56,180.0,0.8,41.76
GI,2.36,1.2,7000,10,20000000,100000,1.2,other,certificate,1000,Domestic,1214.4,1046.9,1214400.0,1.16,812.0,200.0,1012.0,1.0,1.2,1214.4,0.0,0.0,0.0
GI,2.36,1.2,7000,10,20000000,100000,1.2,other,certificate,1000,EU (CBAM),8754.4,7546.9,8754400.0,1.16,812.0,200.0,1012.0,1.0,1.2,1214.4,6500.0,0.0,7540.0
GI,2.36,1.2,7000,10,20000000,100000,1.2,other,certificate,1000,South Korea,1742.2,1501.9,1742200.0,1.16,812.0,200.0,1012.0,1.0,1.2,1214.4,650.0,0.3,527.8
GI,2.36,1.2,7000,10,20000000,100000,1.2,other,certificate,1000,Japan,1256.16,1082.9,1256160.0,1.16,812.0,200.0,1012.0,1.0,1.2,1214.4,180.0,0.8,41.76
GI,2.36,1.8,3000,10,20000000,100000,1.0,automotive,physical,1000,Domestic,507.84,906.86,507840.0,0.56,168.0,200.0,368.0,1.38,1.38,507.84,0.0,0.0,0.0
GI,2.36,1.8,3000,10,20000000,100000,1.0,automotive,physical,1000,EU (CBAM),4147.84,7406.86,4147840.0,0.56,168.0,200.0,368.0,1.38,1.38,507.84,6500.0,0.0,3640.0
GI,2.36,1.8,3000,10,20000000,100000,1.0,automotive,physical,1000,South Korea,762.64,1361.86,762640.0,0.56,168.0,200.0,368.0,1.38,1.38,507.84,650.0,0.3,254.8
GI,2.36,1.8,3000,10,20000000,100000,1.0,automotive,physical,1000,Japan,528.0,942.86,528000.0,0.56,168.0,200.0,368.0,1.38,1.38,507.84,180.0,0.8,20.16
GI,2.36,1.8,3000,10,20000000,100000,1.0,automotive,certificate,1000,Domestic,441.6,788.57,441600.0,0.56,168.0,200.0,368.0,1.2,1.2,441.6,0.0,0.0,0.0
GI,2.36,1.8,3000,10,20000000,100000,1.0,automotive,certificate,1000,EU (CBAM),4081.6,7288.57,4081600.0,0.56,168.0,200.0,368.0,1.2,1.2,441.6,6500.0,0.0,3640.0
GI,2.36,1.8,3000,10,20000000,100000,1.0,automotive,certificate,1000,South Korea,696.4,1243.57,696400.0,0.56,168.0,200.0,368.0,1.2,1.2,441.6,650.0,0.3,254.8
GI,2.36,1.8,3000,10,20000000,100000,1.0,automotive,certificate,1000,Japan,461.76,824.57,461760.0,0.56,168.0,200.0,368.0,1.2,1.2,441.6,180.0,0.8,20.16
GI,2.36,1.8,3000,10,20000000,100000,1.0,construction,physical,1000,Domestic,444.36,793.5,444360.0,0.56,168.0,200.0,368.0,1.208,1.208,444.36,0.0,0.0,0.0
GI,2.36,1.8,3000,10,20000000,100000,1.0,construction,physical,1000,EU (CBAM),4084.36,7293.5,4084360.0,0.56,168.0,200.0,368.0,1.208,1.208,444.36,6500.0,0.0,3640.0
GI,2.36,1.8,3000,10,20000000,100000,1.0,construction,physical,1000,South Korea,699.16,1248.5,699160.0,0.56,168.0,200.0,368.0,1.208,1.208,444.36,650.0,0.3,254.8
GI,2.36,1.8,3000,10,20000000,100000,1.0,construction,physical,1000,Japan,464.52,829.5,464520.0,0.56,168.0,200.0,368.0,1.208,1.208,444.36,180.0,0.8,20.16
GI,2.36,1.8,3000,10,20000000,100000,1.0,construction,certificate,1000,Domestic,386.4,690.0,386400.0,0.56,168.0,200.0,368.0,1.05,1.05,386.4,0.0,0.0,0.0
GI,2.36,1.8,3000,10,20000000,100000,1.0,construction,certificate,1000,EU (CBAM),4026.4,7190.0,4026400.0,0.56,168.0,200.0,368.0,1.05,1.05,386.4,6500.0,0.0,3640.0
GI,2.36,1.8,3000,10,20000000,100000,1.0,construction,certificate,1000,South Korea,641.2,1145.0,641200.0,0.56,168.0,200.0,368.0,1.05,1.05,386.4,650.0,0.3,254.8
GI,2.36,1.8,3000,10,20000000,100000,1.0,construction,certificate,1000,Japan,406.56,726.0,406560.0,0.56,168.0,200.0,368.0,1.05,1.05,386.4,180.0,0.8,20.16
GI,2.36,1.8,3000,10,20000000,100000,1.0,other,physical,1000,Domestic,423.2,755.71,423200.0,0.56,168.0,200.0,368.0,1.15,1.15,423.2,0.0,0.0,0.0
GI,2.36,1.8,3000,10,20000000,100000,1.0,other,physical,1000,EU (CBAM),4063.2,7255.71,4063200.0,0.56,168.0,200.0,368.0,1.15,1.15,423.2,6500.0,0.0,3640.0
GI,2.36,1.8,3000,10,20000000,100000,1.0,other,physical,1000,South Korea,678.0,1210.71,678000.0,0.56,168.0,200.0,368.0,1.15,1.15,423.2,650.0,0.3,254.8
GI,2.36,1.8,3000,10,20000000,100000,1.0,other,physical,1000,Japan,443.36,791.71,443360.0,0.56,168.0,200.0,368.0,1.15,1.15,423.2,180.0,0.8,20.16
GI,2.36,1.8,3000,10,20000000,100000,1.0,other,certificate,1000,Domestic,368.0,657.14,368000.0,0.56,168.0,200.0,368.0,1.0,1.0,368.0,0.0,0.0,0.0
GI,2.36,1.8,3000,10,20000000,100000,1.0,other,certificate,1000,EU (CBAM),4008.0,7157.14,4008000.0,0.56,168.0,200.0,368.0,1.0,1.0,368.0,6500.0,0.0,3640.0
GI,2.36,1.8,3000,10,20000000,100000,1.0,other,certificate,1000,South Korea,622.8,1112.14,622800.0,0.56,168.0,200.0,368.0,1.0,1.0,368.0,650.0,0.3,254.8
GI,2.36,1.8,3000,10,20000000,100000,1.0,other,certificate,1000,Japan,388.16,693.14,388160.0,0.56,168.0,200.0,368.0,1.0,1.0,368.0,180.0,0.8,20.16
GI,2.36,1.8,3000,10,20000000,100000,1.1,automotive,physical,1000,Domestic,558.62,997.54,558624.0,0.56,168.0,200.0,368.0,1.38,1.518,558.62,0.0,0.0,0.0
GI,2.36,1.8,3000,10,20000000,100000,1.1,automotive,physical,1000,EU (CBAM),4198.62,7497.54,4198624.0,0.56,168.0,200.0,368.0,1.38,1.518,558.62,6500.0,0.0,3640.0
GI,2.36,1.8,3000,10,20000000,100000,1.1,automotive,physical,1000,South Korea,813.42,1452.54,813424.0,0.56,168.0,200.0,368.0,1.38,1.518,558.62,650.0,0.3,254.8
GI,2.36,1.8,3000,10,20000000,100000,1.1,automotive,physical,1000,Japan,578.78,1033.54,578784.0,0.56,168.0,200.0,368.0,1.38,1.518,558.62,180.0,0.8,20.16
GI,2.36,1.8,3000,10,20000000,100000,1.1,automotive,certificate,1000,Domestic,485.76,867.43,485760.0,0.56,168.0,200.0,368.0,1.2,1.32,485.76,0.0,0.0,0.0
GI,2.36,1.8,3000,10,20000000,100000,1.1,automotive,certificate,1000,EU (CBAM),4125.76,7367.43,4125760.0,0.56,168.0,200.0,368.0,1.2,1.32,485.76,6500.0,0.0,3640.0
GI,2.36,1.8,3000,10,20000000,100000,1.1,automotive,certificate,1000,South Korea,740.56,1322.43,740560.0,0.56,168.0,200.0,368.0,1.2,1.32,485.76,650.0,0.3,254.8
GI,2.36,1.8,3000,10,20000000,100000,1.1,automotive,certificate,1000,Japan,505.92,903.43,505920.0,0.56,168.0,200.0,368.0,1.2,1.32,485.76,180.0,0.8,20.16
GI,2.36,1.8,3000,10,20000000,100000,1.1,construction,physical,1000,Domestic,488.8,872.85,488796.0,0.56,168.0,200.0,368.0,1.208,1.328,488.8,0.0,0.0,0.0
GI,2.36,1.8,3000,10,20000000,100000,1.1,construction,physical,1000,EU (CBAM),4128.8,7372.85,4128796.0,0.56,168.0,200.0,368.0,1.208,1.328,488.8,6500.0,0.0,3640.0
GI,2.36,1.8,3000,10,20000000,100000,1.1,construction,physical,1000,South Korea,743.6,1327.85,743596.0,0.56,168.0,200.0,368.0,1.208,1.328,488.8,650.0,0.3,254.8
GI,2.36,1.8,3000,10,20000000,100000,1.1,construction,physical,1000,Japan,508.96,908.85,508956.0,0.56,168.0,200.0,368.0,1.208,1.328,488.8,180.0,0.8,20.16
GI,2.36,1.8,3000,10,20000000,100000,1.1,construction,certificate,1000,Domestic,425.04,759.0,425040.0,0.56,168.0,200.0,368.0,1.05,1.155,425.04,0.0,0.0,0.0
GI,2.36,1.8,3000,10,20000000,100000,1.1,construction,certificate,1000,EU (CBAM),4065.04,7259.0,4065040.0,0.56,168.0,200.0,368.0,1.05,1.155,425.04,6500.0,0.0,3640.0
GI,2.36,1.8,3000,10,20000000,100000,1.1,construction,certificate,1000,South Korea,679.84,1214.0,679840.0,0.56,168.0,200.0,368.0,1.05,1.155,425.04,650.0,0.3,254.8
GI,2.36,1.8,3000,10,20000000,100000,1.1,construction,certificate,1000,Japan,445.2,795.0,445200.0,0.56,168.0,200.0,368.0,1.05,1.155,425.04,180.0,0.8,20.16
GI,2.36,1.8,3000,10,20000000,100000,1.1,other,physical,1000,Domestic,465.52,831.29,465520.0,0.56,168.0,200.0,368.0,1.15,1.265,465.52,0.0,0.0,0.0
GI,2.36,1.8,3000,10,20000000,100000,1.1,other,physical,1000,EU (CBAM),4105.52,7331.29,4105520.0,0.56,168.0,200.0,368.0,1.15,1.265,465.52,6500.0,0.0,3640.0
GI,2.36,1.8,3000,10,20000000,100000,1.1,other,physical,1000,South Korea,720.32,1286.29,720320.0,0.56,168.0,200.0,368.0,1.15,1.265,465.52,650.0,0.3,254.8
GI,2.36,1.8,3000,10,20000000,100000,1.1,other,physical,1000,Japan,485.68,867.29,485680.0,0.56,168.0,200.0,368.0,1.15,1.265,465.52,180.0,0.8,20.16
GI,2.36,1.8,3000,10,20000000,100000,1.1,other,certificate,1000,Domestic,404.8,722.86,404800.0,0.56,168.0,200.0,368.0,1.0,1.1,404.8,0.0,0.0,0.0
GI,2.36,1.8,3000,10,20000000,100000,1.1,other,certificate,1000,EU (CBAM),4044.8,7222.86,4044800.0,0.56,168.0,200.0,368.0,1.0,1.1,404.8,6500.0,0.0,3640.0
GI,2.36,1.8,3000,10,20000000,100000,1.1,other,certificate,1000,South Korea,659.6,1177.86,659600.0,0.56,168.0,200.0,368.0,1.0,1.1,404.8,650.0,0.3,254.8
GI,2.36,1.8,3000,10,20000000,100000,1.1,other,certificate,1000,Japan,424.96,758.86,424960.0,0.56,168.0,200.0,368.0,1.0,1.1,404.8,180.0,0.8,20.16
GI,2.36,1.8,3000,10,20000000,100000,1.2,automotive,physical,1000,Domestic,609.41,1088.23,609408.0,0.56,168.0,200.0,368.0,1.38,1.656,609.41,0.0,0.0,0.0
GI,2.36,1.8,3000,10,20000000,100000,1.2,automotive,physical,1000,EU (CBAM),4249.41,7588.23,4249408.0,0.56,168.0,200.0,368.0,1.38,1.656,609.41,6500.0,0.0,3640.0
GI,2.36,1.8,3000,10,20000000,100000,1.2,automotive,physical,1000,South Korea,864.21,1543.23,864208.0,0.56,168.0,200.0,368.0,1.38,1.656,609.41,650.0,0.3,254.8
GI,2.36,1.8,3000,10,20000000,100000,1.2,automotive,physical,1000,Japan,629.57,1124.23,629568.0,0.56,168.0,200.0,368.0,1.38,1.656,609.41,180.0,0.8,20.16
GI,2.36,1.8,3000,10,20000000,100000,1.2,automotive,certificate,1000,Domestic,529.92,946.29,529920.0,0.56,168.0,200.0,368.0,1.2,1.44,529.92,0.0,0.0,0.0
GI,2.36,1.8,3000,10,20000000,100000,1.2,automotive,certificate,1000,EU (CBAM),4169.92,7446.29,4169920.0,0.56,168.0,200.0,368.0,1.2,1.44,529.92,6500.0,0.0,3640.0
GI,2.36,1.8,3000,10,20000000,100000,1.2,automotive,certificate,1000,South Korea,784.72,1401.29,784720.0,0.56,168.0,200.0,368.0,1.2,1.44,529.92,650.0,0.3,254.8
GI,2.36,1.8,3000,10,20000000,100000,1.2,automotive,certificate,1000,Japan,550.08,982.29,550080.0,0.56,168.0,200.0,368.0,1.2,1.44,529.92,180.0,0.8,20.16
GI,2.36,1.8,3000,10,20000000,100000,1.2,construction,physical,1000,Domestic,533.23,952.2,533232.0,0.56,168.0,200.0,368.0,1.208,1.449,533.23,0.0,0.0,0.0
GI,2.36,1.8,3000,10,20000000,100000,1.2,construction,physical,1000,EU (CBAM),4173.23,7452.2,4173232.0,0.56,168.0,200.0,368.0,1.208,1.449,533.23,6500.0,0.0,3640.0
GI,2.36,1.8,3000,10,20000000,100000,1.2,construction,physical,1000,South Korea,788.03,1407.2,788032.0,0.56,168.0,200.0,368.0,1.208,1.449,533.23,650.0,0.3,254.8
GI,2.36,1.8,3000,10,20000000,100000,1.2,construction,physical,1000,Japan,553.39,988.2,553392.0,0.56,168.0,200.0,368.0,1.208,1.449,533.23,180.0,0.8,20.16
GI,2.36,1.8,3000,10,20000000,100000,1.2,construction,certificate,1000,Domestic,463.68,828.0,463680.0,0.56,168.0,200.0,368.0,1.05,1.26,463.68,0.0,0.0,0.0
GI,2.36,1.8,3000,10,20000000,100000,1.2,construction,certificate,1000,EU (CBAM),4103.68,7328.0,4103680.0,0.56,168.0,200.0,368.0,1.05,1.26,463.68,6500.0,0.0,3640.0
GI,2.36,1.8,3000,10,20000000,100000,1.2,construction,certificate,1000,South Korea,718.48,1283.0,718480.0,0.56,168.0,200.0,368.0,1.05,1.26,463.68,650.0,0.3,254.8
GI,2.36,1.8,3000,10,20000000,100000,1.2,construction,certificate,1000,Japan,483.84,864.0,483840.0,0.56,168.0,200.0,368.0,1.05,1.26,463.68,180.0,0.8,20.16
GI,2.36,1.8,3000,10,20000000,100000,1.2,other,physical,1000,Domestic,507.84,906.86,507840.0,0.56,168.0,200.0,368.0,1.15,1.38,507.84,0.0,0.0,0.0
GI,2.36,1.8,3000,10,20000000,100000,1.2,other,physical,1000,EU (CBAM),4147.84,7406.86,4147840.0,0.56,168.0,200.0,368.0,1.15,1.38,507.84,6500.0,0.0,3640.0
GI,2.36,1.8,3000,10,20000000,100000,1.2,other,physical,1000,South Korea,762.64,1361.86,762640.0,0.56,168.0,200.0,368.0,1.15,1.38,507.84,650.0,0.3,254.8
GI,2.36,1.8,3000,10,20000000,100000,1.2,other,physical,1000,Japan,528.0,942.86,528000.0,0.56,168.0,200.0,368.0,1.15,1.38,507.84,180.0,0.8,20.16
GI,2.36,1.8,3000,10,20000000,100000,1.2,other,certificate,1000,Domestic,441.6,788.57,441600.0,0.56,168.0,200.0,368.0,1.0,1.2,441.6,0.0,0.0,0.0
GI,2.36,1.8,3000,10,20000000,100000,1.2,other,certificate,1000,EU (CBAM),4081.6,7288.57,4081600.0,0.56,168.0,200.0,368.0,1.0,1.2,441.6,6500.0,0.0,3640.0
GI,2.36,1.8,3000,10,20000000,100000,1.2,other,certificate,1000,South Korea,696.4,1243.57,696400.0,0.56,168.0,200.0,368.0,1.0,1.2,441.6,650.0,0.3,254.8
GI,2.36,1.8,3000,10,20000000,100000,1.2,other,certificate,1000,Japan,461.76,824.57,461760.0,0.56,168.0,200.0,368.0,1.0,1.2,441.6,180.0,0.8,20.16
GI,2.36,1.8,5000,10,20000000,100000,1.0,automotive,physical,1000,Domestic,662.4,1182.86,662400.0,0.56,280.0,200.0,480.0,1.38,1.38,662.4,0.0,0.0,0.0
GI,2.36,1.8,5000,10,20000000,100000,1.0,automotive,physical,1000,EU (CBAM),4302.4,7682.86,4302400.0,0.56,280.0,200.0,480.0,1.38,1.38,662.4,6500.0,0.0,3640.0
GI,2.36,1.8,5000,10,20000000,100000,1.0,automotive,physical,1000,South Korea,917.2,1637.86,917200.0,0.56,280.0,200.0,480.0,1.38,1.38,662.4,650.0,0.3,254.8
GI,2.36,1.8,5000,10,20000000,100000,1.0,automotive,physical,1000,Japan,682.56,1218.86,682560.0,0.56,280.0,200.0,480.0,1.38,1.38,662.4,180.0,0.8,20.16
GI,2.36,1.8,5000,10,20000000,100000,1.0,automotive,certificate,1000,Domestic,576.0,1028.57,576000.0,0.56,280.0,200.0,480.0,1.2,1.2,576.0,0.0,0.0,0.0
GI,2.36,1.8,5000,10,20000000,100000,1.0,automotive,certificate,1000,EU (CBAM),4216.0,7528.57,4216000.0,0.56,280.0,200.0,480.0,1.2,1.2,576.0,6500.0,0.0,3640.0
GI,2.36,1.8,5000,10,20000000,100000,1.0,automotive,certificate,1000,South Korea,830.8,1483.57,830800.0,0.56,280.0,200.0,480.0,1.2,1.2,576.0,650.0,0.3,254.8
