product_type,baseline_emission,product_emission,abatement_cost_per_tco2,project_lifetime_years,verification_cost_per_year,annual_steel_production_tonnes,willingness_to_pay_multiplier,customer_segment,allocation_method,volume_tonnes,export_market,premium_per_tonne_steel,premium_per_tCO2,total_premium_for_volume,co2_savings_per_t,amortized_abatement_per_t,amortized_verification_per_t,base_premium_per_t,segment_allocation_multiplier,total_multiplier,domestic_premium_per_t,carbon_price_export,free_allowance_factor,export_carbon_component
HRC,2.36,0.0,3000,10,20000000,100000,1.0,automotive,physical,1000,Domestic,1253.04,530.95,1253040.0,2.36,708.0,200.0,908.0,1.38,1.38,1253.04,0.0,0.0,0.0
HRC,2.36,0.0,3000,10,20000000,100000,1.0,automotive,physical,1000,EU (CBAM),16593.04,7030.95,16593040.0,2.36,708.0,200.0,908.0,1.38,1.38,1253.04,6500.0,0.0,15340.0
HRC,2.36,0.0,3000,10,20000000,100000,1.0,automotive,physical,1000,South Korea,2326.84,985.95,2326840.0,2.36,708.0,200.0,908.0,1.38,1.38,1253.04,650.0,0.3,1073.8
HRC,2.36,0.0,3000,10,20000000,100000,1.0,automotive,physical,1000,Japan,1338.0,566.95,1338000.0,2.36,708.0,200.0,908.0,1.38,1.38,1253.04,180.0,0.8,84.96
HRC,2.36,0.0,3000,10,20000000,100000,1.0,automotive,certificate,1000,Domestic,1089.6,461.69,1089600.0,2.36,708.0,200.0,908.0,1.2,1.2,1089.6,0.0,0.0,0.0
HRC,2.36,0.0,3000,10,20000000,100000,1.0,automotive,certificate,1000,EU (CBAM),16429.6,6961.69,16429600.0,2.36,708.0,200.0,908.0,1.2,1.2,1089.6,6500.0,0.0,15340.0
HRC,2.36,0.0,3000,10,20000000,100000,1.0,automotive,certificate,1000,South Korea,2163.4,916.69,2163400.0,2.36,708.0,200.0,908.0,1.2,1.2,1089.6,650.0,0.3,1073.8
HRC,2.36,0.0,3000,10,20000000,100000,1.0,automotive,certificate,1000,Japan,1174.56,497.69,1174560.0,2.36,708.0,200.0,908.0,1.2,1.2,1089.6,180.0,0.8,84.96
HRC,2.36,0.0,3000,10,20000000,100000,1.0,construction,physical,1000,Domestic,1096.41,464.58,1096410.0,2.36,708.0,200.0,908.0,1.208,1.208,1096.41,0.0,0.0,0.0
HRC,2.36,0.0,3000,10,20000000,100000,1.0,construction,physical,1000,EU (CBAM),16436.41,6964.58,16436410.0,2.36,708.0,200.0,908.0,1.208,1.208,1096.41,6500.0,0.0,15340.0
HRC,2.36,0.0,3000,10,20000000,100000,1.0,construction,physical,1000,South Korea,2170.21,919.58,2170210.0,2.36,708.0,200.0,908.0,1.208,1.208,1096.41,650.0,0.3,1073.8
HRC,2.36,0.0,3000,10,20000000,100000,1.0,construction,physical,1000,Japan,1181.37,500.58,1181370.0,2.36,708.0,200.0,908.0,1.208,1.208,1096.41,180.0,0.8,84.96
HRC,2.36,0.0,3000,10,20000000,100000,1.0,construction,certificate,1000,Domestic,953.4,403.98,953400.0,2.36,708.0,200.0,908.0,1.05,1.05,953.4,0.0,0.0,0.0
HRC,2.36,0.0,3000,10,20000000,100000,1.0,construction,certificate,1000,EU (CBAM),16293.4,6903.98,16293400.0,2.36,708.0,200.0,908.0,1.05,1.05,953.4,6500.0,0.0,15340.0
HRC,2.36,0.0,3000,10,20000000,100000,1.0,construction,certificate,1000,South Korea,2027.2,858.98,2027200.0,2.36,708.0,200.0,908.0,1.05,1.05,953.4,650.0,0.3,1073.8
HRC,2.36,0.0,3000,10,20000000,100000,1.0,construction,certificate,1000,Japan,1038.36,439.98,1038360.0,2.36,708.0,200.0,908.0,1.05,1.05,953.4,180.0,0.8,84.96
HRC,2.36,0.0,3000,10,20000000,100000,1.0,other,physical,1000,Domestic,1044.2,442.46,1044200.0,2.36,708.0,200.0,908.0,1.15,1.15,1044.2,0.0,0.0,0.0
HRC,2.36,0.0,3000,10,20000000,100000,1.0,other,physical,1000,EU (CBAM),16384.2,6942.46,16384200.0,2.36,708.0,200.0,908.0,1.15,1.15,1044.2,6500.0,0.0,15340.0
HRC,2.36,0.0,3000,10,20000000,100000,1.0,other,physical,1000,South Korea,2118.0,897.46,2118000.0,2.36,708.0,200.0,908.0,1.15,1.15,1044.2,650.0,0.3,1073.8
HRC,2.36,0.0,3000,10,20000000,100000,1.0,other,physical,1000,Japan,1129.16,478.46,1129160.0,2.36,708.0,200.0,908.0,1.15,1.15,1044.2,180.0,0.8,84.96
HRC,2.36,0.0,3000,10,20000000,100000,1.0,other,certificate,1000,Domestic,908.0,384.75,908000.0,2.36,708.0,200.0,908.0,1.0,1.0,908.0,0.0,0.0,0.0
HRC,2.36,0.0,3000,10,20000000,100000,1.0,other,certificate,1000,EU (CBAM),16248.0,6884.75,16248000.0,2.36,708.0,200.0,908.0,1.0,1.0,908.0,6500.0,0.0,15340.0
HRC,2.36,0.0,3000,10,20000000,100000,1.0,other,certificate,1000,South Korea,1981.8,839.75,1981800.0,2.36,708.0,200.0,908.0,1.0,1.0,908.0,650.0,0.3,1073.8
HRC,2.36,0.0,3000,10,20000000,100000,1.0,other,certificate,1000,Japan,992.96,420.75,992960.0,2.36,708.0,200.0,908.0,1.0,1.0,908.0,180.0,0.8,84.96
HRC,2.36,0.0,3000,10,20000000,100000,1.1,automotive,physical,1000,Domestic,1378.34,584.04,1378344.0,2.36,708.0,200.0,908.0,1.38,1.518,1378.34,0.0,0.0,0.0
HRC,2.36,0.0,3000,10,20000000,100000,1.1,automotive,physical,1000,EU (CBAM),16718.34,7084.04,16718344.0,2.36,708.0,200.0,908.0,1.38,1.518,1378.34,6500.0,0.0,15340.0
HRC,2.36,0.0,3000,10,20000000,100000,1.1,automotive,physical,1000,South Korea,2452.14,1039.04,2452144.0,2.36,708.0,200.0,908.0,1.38,1.518,1378.34,650.0,0.3,1073.8
HRC,2.36,0.0,3000,10,20000000,100000,1.1,automotive,physical,1000,Japan,1463.3,620.04,1463304.0,2.36,708.0,200.0,908.0,1.38,1.518,1378.34,180.0,0.8,84.96
HRC,2.36,0.0,3000,10,20000000,100000,1.1,automotive,certificate,1000,Domestic,1198.56,507.86,1198560.0,2.36,708.0,200.0,908.0,1.2,1.32,1198.56,0.0,0.0,0.0
HRC,2.36,0.0,3000,10,20000000,100000,1.1,automotive,certificate,1000,EU (CBAM),16538.56,7007.86,16538560.0,2.36,708.0,200.0,908.0,1.2,1.32,1198.56,6500.0,0.0,15340.0
HRC,2.36,0.0,3000,10,20000000,100000,1.1,automotive,certificate,1000,South Korea,2272.36,962.86,2272360.0,2.36,708.0,200.0,908.0,1.2,1.32,1198.56,650.0,0.3,1073.8
HRC,2.36,0.0,3000,10,20000000,100000,1.1,automotive,certificate,1000,Japan,1283.52,543.86,1283520.0,2.36,708.0,200.0,908.0,1.2,1.32,1198.56,180.0,0.8,84.96
HRC,2.36,0.0,3000,10,20000000,100000,1.1,construction,physical,1000,Domestic,1206.05,511.04,1206051.0,2.36,708.0,200.0,908.0,1.208,1.328,1206.05,0.0,0.0,0.0
HRC,2.36,0.0,3000,10,20000000,100000,1.1,construction,physical,1000,EU (CBAM),16546.05,7011.04,16546051.0,2.36,708.0,200.0,908.0,1.208,1.328,1206.05,6500.0,0.0,15340.0
HRC,2.36,0.0,3000,10,20000000,100000,1.1,construction,physical,1000,South Korea,2279.85,966.04,2279851.0,2.36,708.0,200.0,908.0,1.208,1.328,1206.05,650.0,0.3,1073.8
HRC,2.36,0.0,3000,10,20000000,100000,1.1,construction,physical,1000,Japan,1291.01,547.04,1291011.0,2.36,708.0,200.0,908.0,1.208,1.328,1206.05,180.0,0.8,84.96
HRC,2.36,0.0,3000,10,20000000,100000,1.1,construction,certificate,1000,Domestic,1048.74,444.38,1048740.0,2.36,708.0,200.0,908.0,1.05,1.155,1048.74,0.0,0.0,0.0
HRC,2.36,0.0,3000,10,20000000,100000,1.1,construction,certificate,1000,EU (CBAM),16388.74,6944.38,16388740.0,2.36,708.0,200.0,908.0,1.05,1.155,1048.74,6500.0,0.0,15340.0
HRC,2.36,0.0,3000,10,20000000,100000,1.1,construction,certificate,1000,South Korea,2122.54,899.38,2122540.0,2.36,708.0,200.0,908.0,1.05,1.155,1048.74,650.0,0.3,1073.8
HRC,2.36,0.0,3000,10,20000000,100000,1.1,construction,certificate,1000,Japan,1133.7,480.38,1133700.0,2.36,708.0,200.0,908.0,1.05,1.155,1048.74,180.0,0.8,84.96
HRC,2.36,0.0,3000,10,20000000,100000,1.1,other,physical,1000,Domestic,1148.62,486.7,1148620.0,2.36,708.0,200.0,908.0,1.15,1.265,1148.62,0.0,0.0,0.0
HRC,2.36,0.0,3000,10,20000000,100000,1.1,other,physical,1000,EU (CBAM),16488.62,6986.7,16488620.0,2.36,708.0,200.0,908.0,1.15,1.265,1148.62,6500.0,0.0,15340.0
HRC,2.36,0.0,3000,10,20000000,100000,1.1,other,physical,1000,South Korea,2222.42,941.7,2222420.0,2.36,708.0,200.0,908.0,1.15,1.265,1148.62,650.0,0.3,1073.8
HRC,2.36,0.0,3000,10,20000000,100000,1.1,other,physical,1000,Japan,1233.58,522.7,1233580.0,2.36,708.0,200.0,908.0,1.15,1.265,1148.62,180.0,0.8,84.96
HRC,2.36,0.0,3000,10,20000000,100000,1.1,other,certificate,1000,Domestic,998.8,423.22,998800.0,2.36,708.0,200.0,908.0,1.0,1.1,998.8,0.0,0.0,0.0
HRC,2.36,0.0,3000,10,20000000,100000,1.1,other,certificate,1000,EU (CBAM),16338.8,6923.22,16338800.0,2.36,708.0,200.0,908.0,1.0,1.1,998.8,6500.0,0.0,15340.0
HRC,2.36,0.0,3000,10,20000000,100000,1.1,other,certificate,1000,South Korea,2072.6,878.22,2072600.0,2.36,708.0,200.0,908.0,1.0,1.1,998.8,650.0,0.3,1073.8
HRC,2.36,0.0,3000,10,20000000,100000,1.1,other,certificate,1000,Japan,1083.76,459.22,1083760.0,2.36,708.0,200.0,908.0,1.0,1.1,998.8,180.0,0.8,84.96
HRC,2.36,0.0,3000,10,20000000,100000,1.2,automotive,physical,1000,Domestic,1503.65,637.14,1503648.0,2.36,708.0,200.0,908.0,1.38,1.656,1503.65,0.0,0.0,0.0
HRC,2.36,0.0,3000,10,20000000,100000,1.2,automotive,physical,1000,EU (CBAM),16843.65,7137.14,16843648.0,2.36,708.0,200.0,908.0,1.38,1.656,1503.65,6500.0,0.0,15340.0
HRC,2.36,0.0,3000,10,20000000,100000,1.2,automotive,physical,1000,South Korea,2577.45,1092.14,2577448.0,2.36,708.0,200.0,908.0,1.38,1.656,1503.65,650.0,0.3,1073.8
HRC,2.36,0.0,3000,10,20000000,100000,1.2,automotive,physical,1000,Japan,1588.61,673.14,1588608.0,2.36,708.0,200.0,908.0,1.38,1.656,1503.65,180.0,0.8,84.96
HRC,2.36,0.0,3000,10,20000000,100000,1.2,automotive,certificate,1000,Domestic,1307.52,554.03,1307520.0,2.36,708.0,200.0,908.0,1.2,1.44,1307.52,0.0,0.0,0.0
HRC,2.36,0.0,3000,10,20000000,100000,1.2,automotive,certificate,1000,EU (CBAM),16647.52,7054.03,16647520.0,2.36,708.0,200.0,908.0,1.2,1.44,1307.52,6500.0,0.0,15340.0
HRC,2.36,0.0,3000,10,20000000,100000,1.2,automotive,certificate,1000,South Korea,2381.32,1009.03,2381320.0,2.36,708.0,200.0,908.0,1.2,1.44,1307.52,650.0,0.3,1073.8
HRC,2.36,0.0,3000,10,20000000,100000,1.2,automotive,certificate,1000,Japan,1392.48,590.03,1392480.0,2.36,708.0,200.0,908.0,1.2,1.44,1307.52,180.0,0.8,84.96
HRC,2.36,0.0,3000,10,20000000,100000,1.2,construction,physical,1000,Domestic,1315.69,557.5,1315692.0,2.36,708.0,200.0,908.0,1.208,1.449,1315.69,0.0,0.0,0.0
HRC,2.36,0.0,3000,10,20000000,100000,1.2,construction,physical,1000,EU (CBAM),16655.69,7057.5,16655692.0,2.36,708.0,200.0,908.0,1.208,1.449,1315.69,6500.0,0.0,15340.0
HRC,2.36,0.0,3000,10,20000000,100000,1.2,construction,physical,1000,South Korea,2389.49,1012.5,2389492.0,2.36,708.0,200.0,908.0,1.208,1.449,1315.69,650.0,0.3,1073.8
HRC,2.36,0.0,3000,10,20000000,100000,1.2,construction,physical,1000,Japan,1400.65,593.5,1400652.0,2.36,708.0,200.0,908.0,1.208,1.449,1315.69,180.0,0.8,84.96
HRC,2.36,0.0,3000,10,20000000,100000,1.2,construction,certificate,1000,Domestic,1144.08,484.78,1144080.0,2.36,708.0,200.0,908.0,1.05,1.26,1144.08,0.0,0.0,0.0
HRC,2.36,0.0,3000,10,20000000,100000,1.2,construction,certificate,1000,EU (CBAM),16484.08,6984.78,16484080.0,2.36,708.0,200.0,908.0,1.05,1.26,1144.08,6500.0,0.0,15340.0
HRC,2.36,0.0,3000,10,20000000,100000,1.2,construction,certificate,1000,South Korea,2217.88,939.78,2217880.0,2.36,708.0,200.0,908.0,1.05,1.26,1144.08,650.0,0.3,1073.8
HRC,2.36,0.0,3000,10,20000000,100000,1.2,construction,certificate,1000,Japan,1229.04,520.78,1229040.0,2.36,708.0,200.0,908.0,1.05,1.26,1144.08,180.0,0.8,84.96
HRC,2.36,0.0,3000,10,20000000,100000,1.2,other,physical,1000,Domestic,1253.04,530.95,1253040.0,2.36,708.0,200.0,908.0,1.15,1.38,1253.04,0.0,0.0,0.0
HRC,2.36,0.0,3000,10,20000000,100000,1.2,other,physical,1000,EU (CBAM),16593.04,7030.95,16593040.0,2.36,708.0,200.0,908.0,1.15,1.38,1253.04,6500.0,0.0,15340.0
HRC,2.36,0.0,3000,10,20000000,100000,1.2,other,physical,1000,South Korea,2326.84,985.95,2326840.0,2.36,708.0,200.0,908.0,1.15,1.38,1253.04,650.0,0.3,1073.8
HRC,2.36,0.0,3000,10,20000000,100000,1.2,other,physical,1000,Japan,1338.0,566.95,1338000.0,2.36,708.0,200.0,908.0,1.15,1.38,1253.04,180.0,0.8,84.96
HRC,2.36,0.0,3000,10,20000000,100000,1.2,other,certificate,1000,Domestic,1089.6,461.69,1089600.0,2.36,708.0,200.0,908.0,1.0,1.2,1089.6,0.0,0.0,0.0
HRC,2.36,0.0,3000,10,20000000,100000,1.2,other,certificate,1000,EU (CBAM),16429.6,6961.69,16429600.0,2.36,708.0,200.0,908.0,1.0,1.2,1089.6,6500.0,0.0,15340.0
HRC,2.36,0.0,3000,10,20000000,100000,1.2,other,certificate,1000,South Korea,2163.4,916.69,2163400.0,2.36,708.0,200.0,908.0,1.0,1.2,1089.6,650.0,0.3,1073.8
HRC,2.36,0.0,3000,10,20000000,100000,1.2,other,certificate,1000,Japan,1174.56,497.69,1174560.0,2.36,708.0,200.0,908.0,1.0,1.2,1089.6,180.0,0.8,84.96
HRC,2.36,0.0,5000,10,20000000,100000,1.0,automotive,physical,1000,Domestic,1904.4,806.95,1904400.0,2.36,1180.0,200.0,1380.0,1.38,1.38,1904.4,0.0,0.0,0.0
HRC,2.36,0.0,5000,10,20000000,100000,1.0,automotive,physical,1000,EU (CBAM),17244.4,7306.95,17244400.0,2.36,1180.0,200.0,1380.0,1.38,1.38,1904.4,6500.0,0.0,15340.0
HRC,2.36,0.0,5000,10,20000000,100000,1.0,automotive,physical,1000,South Korea,2978.2,1261.95,2978200.0,2.36,1180.0,200.0,1380.0,1.38,1.38,1904.4,650.0,0.3,1073.8
HRC,2.36,0.0,5000,10,20000000,100000,1.0,automotive,physical,1000,Japan,1989.36,842.95,1989360.0,2.36,1180.0,200.0,1380.0,1.38,1.38,1904.4,180.0,0.8,84.96
HRC,2.36,0.0,5000,10,20000000,100000,1.0,automotive,certificate,1000,Domestic,1656.0,701.69,1656000.0,2.36,1180.0,200.0,1380.0,1.2,1.2,1656.0,0.0,0.0,0.0
HRC,2.36,0.0,5000,10,20000000,100000,1.0,automotive,certificate,1000,EU (CBAM),16996.0,7201.69,16996000.0,2.36,1180.0,200.0,1380.0,1.2,1.2,1656.0,6500.0,0.0,15340.0
HRC,2.36,0.0,5000,10,20000000,100000,1.0,automotive,certificate,1000,South Korea,2729.8,1156.69,2729800.0,2.36,1180.0,200.0,1380.0,1.2,1.2,1656.0,650.0,0.3,1073.8
HRC,2.36,0.0,5000,10,20000000,100000,1.0,automotive,certificate,1000,Japan,1740.96,737.69,1740960.0,2.36,1180.0,200.0,1380.0,1.2,1.2,1656.0,180.0,0.8,84.96
HRC,2.36,0.0,5000,10,20000000,100000,1.0,construction,physical,1000,Domestic,1666.35,706.08,1666350.0,2.36,1180.0,200.0,1380.0,1.208,1.208,1666.35,0.0,0.0,0.0
HRC,2.36,0.0,5000,10,20000000,100000,1.0,construction,physical,1000,EU (CBAM),17006.35,7206.08,17006350.0,2.36,1180.0,200.0,1380.0,1.208,1.208,1666.35,6500.0,0.0,15340.0
HRC,2.36,0.0,5000,10,20000000,100000,1.0,construction,physical,1000,South Korea,2740.15,1161.08,2740150.0,2.36,1180.0,200.0,1380.0,1.208,1.208,1666.35,650.0,0.3,1073.8
HRC,2.36,0.0,5000,10,20000000,100000,1.0,construction,physical,1000,Japan,1751.31,742.08,1751310.0,2.36,1180.0,200.0,1380.0,1.208,1.208,1666.35,180.0,0.8,84.96
HRC,2.36,0.0,5000,10,20000000,100000,1.0,construction,certificate,1000,Domestic,1449.0,613.98,1449000.0,2.36,1180.0,200.0,1380.0,1.05,1.05,1449.0,0.0,0.0,0.0
HRC,2.36,0.0,5000,10,20000000,100000,1.0,construction,certificate,1000,EU (CBAM),16789.0,7113.98,16789000.0,2.36,1180.0,200.0,1380.0,1.05,1.05,1449.0,6500.0,0.0,15340.0
HRC,2.36,0.0,5000,10,20000000,100000,1.0,construction,certificate,1000,South Korea,2522.8,1068.98,2522800.0,2.36,1180.0,200.0,1380.0,1.05,1.05,1449.0,650.0,0.3,1073.8
HRC,2.36,0.0,5000,10,20000000,100000,1.0,construction,certificate,1000,Japan,1533.96,649.98,1533960.0,2.36,1180.0,200.0,1380.0,1.05,1.05,1449.0,180.0,0.8,84.96
HRC,2.36,0.0,5000,10,20000000,100000,1.0,other,physical,1000,Domestic,1587.0,672.46,1587000.0,2.36,1180.0,200.0,1380.0,1.15,1.15,1587.0,0.0,0.0,0.0
HRC,2.36,0.0,5000,10,20000000,100000,1.0,other,physical,1000,EU (CBAM),16927.0,7172.46,16927000.0,2.36,1180.0,200.0,1380.0,1.15,1.15,1587.0,6500.0,0.0,15340.0
HRC,2.36,0.0,5000,10,20000000,100000,1.0,other,physical,1000,South Korea,2660.8,1127.46,2660800.0,2.36,1180.0,200.0,1380.0,1.15,1.15,1587.0,650.0,0.3,1073.8
HRC,2.36,0.0,5000,10,20000000,100000,1.0,other,physical,1000,Japan,1671.96,708.46,1671960.0,2.36,1180.0,200.0,1380.0,1.15,1.15,1587.0,180.0,0.8,84.96
HRC,2.36,0.0,5000,10,20000000,100000,1.0,other,certificate,1000,Domestic,1380.0,584.75,1380000.0,2.36,1180.0,200.0,1380.0,1.0,1.0,1380.0,0.0,0.0,0.0
HRC,2.36,0.0,5000,10,20000000,100000,1.0,other,certificate,1000,EU (CBAM),16720.0,7084.75,16720000.0,2.36,1180.0,200.0,1380.0,1.0,1.0,1380.0,6500.0,0.0,15340.0
HRC,2.36,0.0,5000,10,20000000,100000,1.0,other,certificate,1000,South Korea,2453.8,1039.75,2453800.0,2.36,1180.0,200.0,1380.0,1.0,1.0,1380.0,650.0,0.3,1073.8
HRC,2.36,0.0,5000,10,20000000,100000,1.0,other,certificate,1000,Japan,1464.96,620.75,1464960.0,2.36,1180.0,200.0,1380.0,1.0,1.0,1380.0,180.0,0.8,84.96
HRC,2.36,0.0,5000,10,20000000,100000,1.1,automotive,physical,1000,Domestic,2094.84,887.64,2094840.0,2.36,1180.0,200.0,1380.0,1.38,1.518,2094.84,0.0,0.0,0.0
HRC,2.36,0.0,5000,10,20000000,100000,1.1,automotive,physical,1000,EU (CBAM),17434.84,7387.64,17434840.0,2.36,1180.0,200.0,1380.0,1.38,1.518,2094.84,6500.0,0.0,15340.0
HRC,2.36,0.0,5000,10,20000000,100000,1.1,automotive,physical,1000,South Korea,3168.64,1342.64,3168640.0,2.36,1180.0,200.0,1380.0,1.38,1.518,2094.84,650.0,0.3,1073.8
HRC,2.36,0.0,5000,10,20000000,100000,1.1,automotive,physical,1000,Japan,2179.8,923.64,2179800.0,2.36,1180.0,200.0,1380.0,1.38,1.518,2094.84,180.0,0.8,84.96
HRC,2.36,0.0,5000,10,20000000,100000,1.1,automotive,certificate,1000,Domestic,1821.6,771.86,1821600.0,2.36,1180.0,200.0,1380.0,1.2,1.32,1821.6,0.0,0.0,0.0
HRC,2.36,0.0,5000,10,20000000,100000,1.1,automotive,certificate,1000,EU (CBAM),17161.6,7271.86,17161600.0,2.36,1180.0,200.0,1380.0,1.2,1.32,1821.6,6500.0,0.0,15340.0
HRC,2.36,0.0,5000,10,20000000,100000,1.1,automotive,certificate,1000,South Korea,2895.4,1226.86,2895400.0,2.36,1180.0,200.0,1380.0,1.2,1.32,1821.6,650.0,0.3,1073.8
HRC,2.36,0.0,5000,10,20000000,100000,1.1,automotive,certificate,1000,Japan,1906.56,807.86,1906560.0,2.36,1180.0,200.0,1380.0,1.2,1.32,1821.6,180.0,0.8,84.96
HRC,2.36,0.0,5000,10,20000000,100000,1.1,construction,physical,1000,Domestic,1832.99,776.69,1832985.0,2.36,1180.0,200.0,1380.0,1.208,1.328,1832.99,0.0,0.0,0.0
HRC,2.36,0.0,5000,10,20000000,100000,1.1,construction,physical,1000,EU (CBAM),17172.99,7276.69,17172985.0,2.36,1180.0,200.0,1380.0,1.208,1.328,1832.99,6500.0,0.0,15340.0
HRC,2.36,0.0,5000,10,20000000,100000,1.1,construction,physical,1000,South Korea,2906.78,1231.69,2906785.0,2.36,1180.0,200.0,1380.0,1.208,1.328,1832.99,650.0,0.3,1073.8
HRC,2.36,0.0,5000,10,20000000,100000,1.1,construction,physical,1000,Japan,1917.95,812.69,1917945.0,2.36,1180.0,200.0,1380.0,1.208,1.328,1832.99,180.0,0.8,84.96
HRC,2.36,0.0,5000,10,20000000,100000,1.1,construction,certificate,1000,Domestic,1593.9,675.38,1593900.0,2.36,1180.0,200.0,1380.0,1.05,1.155,1593.9,0.0,0.0,0.0
HRC,2.36,0.0,5000,10,20000000,100000,1.1,construction,certificate,1000,EU (CBAM),16933.9,7175.38,16933900.0,2.36,1180.0,200.0,1380.0,1.05,1.155,1593.9,6500.0,0.0,15340.0
HRC,2.36,0.0,5000,10,20000000,100000,1.1,construction,certificate,1000,South Korea,2667.7,1130.38,2667700.0,2.36,1180.0,200.0,1380.0,1.05,1.155,1593.9,650.0,0.3,1073.8
HRC,2.36,0.0,5000,10,20000000,100000,1.1,construction,certificate,1000,Japan,1678.86,711.38,1678860.0,2.36,1180.0,200.0,1380.0,1.05,1.155,1593.9,180.0,0.8,84.96
HRC,2.36,0.0,5000,10,20000000,100000,1.1,other,physical,1000,Domestic,1745.7,739.7,1745700.0,2.36,1180.0,200.0,1380.0,1.15,1.265,1745.7,0.0,0.0,0.0
HRC,2.36,0.0,5000,10,20000000,100000,1.1,other,physical,1000,EU (CBAM),17085.7,7239.7,17085700.0,2.36,1180.0,200.0,1380.0,1.15,1.265,1745.7,6500.0,0.0,15340.0
HRC,2.36,0.0,5000,10,20000000,100000,1.1,other,physical,1000,South Korea,2819.5,1194.7,2819500.0,2.36,1180.0,200.0,1380.0,1.15,1.265,1745.7,650.0,0.3,1073.8
HRC,2.36,0.0,5000,10,20000000,100000,1.1,other,physical,1000,Japan,1830.66,775.7,1830660.0,2.36,1180.0,200.0,1380.0,1.15,1.265,1745.7,180.0,0.8,84.96
HRC,2.36,0.0,5000,10,20000000,100000,1.1,other,certificate,1000,Domestic,1518.0,643.22,1518000.0,2.36,1180.0,200.0,1380.0,1.0,1.1,1518.0,0.0,0.0,0.0
HRC,2.36,0.0,5000,10,20000000,100000,1.1,other,certificate,1000,EU (CBAM),16858.0,7143.22,16858000.0,2.36,1180.0,200.0,1380.0,1.0,1.1,1518.0,6500.0,0.0,15340.0
HRC,2.36,0.0,5000,10,20000000,100000,1.1,other,certificate,1000,South Korea,2591.8,1098.22,2591800.0,2.36,1180.0,200.0,1380.0,1.0,1.1,1518.0,650.0,0.3,1073.8
HRC,2.36,0.0,5000,10,20000000,100000,1.1,other,certificate,1000,Japan,1602.96,679.22,1602960.0,2.36,1180.0,200.0,1380.0,1.0,1.1,1518.0,180.0,0.8,84.96
HRC,2.36,0.0,5000,10,20000000,100000,1.2,automotive,physical,1000,Domestic,2285.28,968.34,2285280.0,2.36,1180.0,200.0,1380.0,1.38,1.656,2285.28,0.0,0.0,0.0
HRC,2.36,0.0,5000,10,20000000,100000,1.2,automotive,physical,1000,EU (CBAM),17625.28,7468.34,17625280.0,2.36,1180.0,200.0,1380.0,1.38,1.656,2285.28,6500.0,0.0,15340.0
HRC,2.36,0.0,5000,10,20000000,100000,1.2,automotive,physical,1000,South Korea,3359.08,1423.34,3359080.0,2.36,1180.0,200.0,1380.0,1.38,1.656,2285.28,650.0,0.3,1073.8
HRC,2.36,0.0,5000,10,20000000,100000,1.2,automotive,physical,1000,Japan,2370.24,1004.34,2370240.0,2.36,1180.0,200.0,1380.0,1.38,1.656,2285.28,180.0,0.8,84.96
HRC,2.36,0.0,5000,10,20000000,100000,1.2,automotive,certificate,1000,Domestic,1987.2,842.03,1987200.0,2.36,1180.0,200.0,1380.0,1.2,1.44,1987.2,0.0,0.0,0.0
HRC,2.36,0.0,5000,10,20000000,100000,1.2,automotive,certificate,1000,EU (CBAM),17327.2,7342.03,17327200.0,2.36,1180.0,200.0,1380.0,1.2,1.44,1987.2,6500.0,0.0,15340.0
HRC,2.36,0.0,5000,10,20000000,100000,1.2,automotive,certificate,1000,South Korea,3061.0,1297.03,3061000.0,2.36,1180.0,200.0,1380.0,1.2,1.44,1987.2,650.0,0.3,1073.8
HRC,2.36,0.0,5000,10,20000000,100000,1.2,automotive,certificate,1000,Japan,2072.16,878.03,2072160.0,2.36,1180.0,200.0,1380.0,1.2,1.44,1987.2,180.0,0.8,84.96
HRC,2.36,0.0,5000,10,20000000,100000,1.2,construction,physical,1000,Domestic,1999.62,847.3,1999620.0,2.36,1180.0,200.0,1380.0,1.208,1.449,1999.62,0.0,0.0,0.0
HRC,2.36,0.0,5000,10,20000000,100000,1.2,construction,physical,1000,EU (CBAM),17339.62,7347.3,17339620.0,2.36,1180.0,200.0,1380.0,1.208,1.449,1999.62,6500.0,0.0,15340.0
HRC,2.36,0.0,5000,10,20000000,100000,1.2,construction,physical,1000,South Korea,3073.42,1302.3,3073420.0,2.36,1180.0,200.0,1380.0,1.208,1.449,1999.62,650.0,0.3,1073.8
HRC,2.36,0.0,5000,10,20000000,100000,1.2,construction,physical,1000,Japan,2084.58,883.3,2084580.0,2.36,1180.0,200.0,1380.0,1.208,1.449,1999.62,180.0,0.8,84.96
HRC,2.36,0.0,5000,10,20000000,100000,1.2,construction,certificate,1000,Domestic,1738.8,736.78,1738800.0,2.36,1180.0,200.0,1380.0,1.05,1.26,1738.8,0.0,0.0,0.0
HRC,2.36,0.0,5000,10,20000000,100000,1.2,construction,certificate,1000,EU (CBAM),17078.8,7236.78,17078800.0,2.36,1180.0,200.0,1380.0,1.05,1.26,1738.8,6500.0,0.0,15340.0
HRC,2.36,0.0,5000,10,20000000,100000,1.2,construction,certificate,1000,South Korea,2812.6,1191.78,2812600.0,2.36,1180.0,200.0,1380.0,1.05,1.26,1738.8,650.0,0.3,1073.8
HRC,2.36,0.0,5000,10,20000000,100000,1.2,construction,certificate,1000,Japan,1823.76,772.78,1823760.0,2.36,1180.0,200.0,1380.0,1.05,1.26,1738.8,180.0,0.8,84.96
